0 [1.00e+00, 1.00e+00]
130200 [9.19e-01, 5.04e+00]
130400 [9.19e-01, 5.05e+00]
130600 [9.19e-01, 5.06e+00]
130800 [9.19e-01, 5.07e+00]
131000 [9.19e-01, 5.08e+00]
131200 [9.19e-01, 5.09e+00]
131400 [9.17e-01, 4.99e+00]
131600 [9.17e-01, 4.99e+00]
131800 [9.18e-01, 4.99e+00]
132000 [9.18e-01, 5.00e+00]
132200 [9.18e-01, 5.00e+00]
132400 [9.18e-01, 5.00e+00]
132600 [9.18e-01, 5.01e+00]
132800 [9.18e-01, 5.01e+00]
133000 [9.18e-01, 5.02e+00]
133200 [9.18e-01, 5.02e+00]
133400 [9.18e-01, 5.03e+00]
133600 [9.18e-01, 5.03e+00]
133800 [9.18e-01, 5.04e+00]
134000 [9.18e-01, 5.05e+00]
134200 [9.18e-01, 5.05e+00]
134400 [9.18e-01, 5.06e+00]
134600 [9.18e-01, 5.07e+00]
134800 [9.18e-01, 5.08e+00]
135000 [9.18e-01, 5.09e+00]
135200 [9.18e-01, 5.10e+00]
135400 [9.18e-01, 5.11e+00]
135600 [9.18e-01, 5.12e+00]
135800 [9.18e-01, 5.13e+00]
136000 [9.18e-01, 5.14e+00]
136200 [9.18e-01, 5.15e+00]
136400 [9.18e-01, 5.16e+00]
136600 [9.18e-01, 5.16e+00]
136800 [9.18e-01, 5.17e+00]
137000 [9.18e-01, 5.18e+00]
137200 [9.18e-01, 5.19e+00]
137400 [9.18e-01, 5.20e+00]
137600 [9.18e-01, 5.21e+00]
137800 [9.18e-01, 5.22e+00]
138000 [9.18e-01, 5.23e+00]
138200 [9.18e-01, 5.25e+00]
138400 [9.18e-01, 5.25e+00]
138600 [9.18e-01, 5.27e+00]
138800 [9.18e-01, 5.28e+00]
